,,conversion,click,cvr,click percentage of total data
824,434711379,60,356,0.16853932584269662,0.28632323963485745
75,131738057,146,352,0.4147727272727273,0.2831061245827804
1578,740045842,14,351,0.039886039886039885,0.28230184581976114
1297,624597156,1,348,0.0028735632183908046,0.27988900953070334
972,478779331,68,347,0.19596541786743515,0.2790847307676841
1609,755243411,0,343,0.0,0.27586761571560703
66,128744898,21,338,0.0621301775147929,0.2718462219005107
689,382888814,1,326,0.003067484662576687,0.26219487674427955
1520,720702556,3,320,0.009375,0.257369204166164
1428,670653476,0,319,0.0,0.25656492540314474
295,228977480,21,318,0.0660377358490566,0.2557606466401255
834,437473544,4,298,0.013422818791946308,0.23967507137974023
1894,882541528,5,296,0.016891891891891893,0.2380665138537017
1248,601665413,6,293,0.020477815699658702,0.23565367756464392
1288,621871561,5,289,0.01730103806228374,0.23243656251256684
1626,763773467,26,283,0.09187279151943463,0.22761088993445128
1157,557475496,26,281,0.09252669039145907,0.22600233240841275
1405,661630114,3,279,0.010752688172043012,0.22439377488237422
1021,507013882,2,278,0.007194244604316547,0.22358949611935497
1316,630718267,1,276,0.0036231884057971015,0.22198093859331644
1008,494758672,8,267,0.0299625468164794,0.2147424297261431
2001,953183225,19,257,0.07392996108949416,0.20669964209595043
201,181671876,7,257,0.027237354085603113,0.20669964209595043
1771,831434555,0,255,0.0,0.20509108456991193
764,416701230,7,252,0.027777777777777776,0.20267824828085415
466,286855778,4,250,0.016,0.20106969075481562
1291,622530375,19,244,0.0778688524590164,0.19624401817670006
60,126670417,2,241,0.008298755186721992,0.19383118188764226
189,176917733,0,240,0.0,0.19302690312462298
259,213785216,43,236,0.18220338983050846,0.18980978807254595
1595,747672787,35,235,0.14893617021276595,0.18900550930952667
202,181672368,1,233,0.004291845493562232,0.18739695178348817
1490,703136752,2,229,0.008733624454148471,0.1841798367314111
1100,541319423,0,223,0.0,0.17935416415329553
709,389657298,4,220,0.01818181818181818,0.17694132786423775
1563,733170824,16,213,0.07511737089201878,0.1713113765231029
705,388170426,6,213,0.028169014084507043,0.1713113765231029
581,337746876,28,212,0.1320754716981132,0.17050709776008363
615,354205216,1,211,0.004739336492890996,0.16970281899706438
598,345042104,0,203,0.0,0.1632685888929103
1782,835786410,87,200,0.435,0.1608557526038525
809,429821366,39,200,0.195,0.1608557526038525
783,423918127,10,199,0.05025125628140704,0.16005147384083324
1794,842132984,50,198,0.25252525252525254,0.15924719507781396
1143,554807589,7,197,0.03553299492385787,0.1584429163147947
567,333227203,15,195,0.07692307692307693,0.15683435878875618
1246,597577113,48,190,0.25263157894736843,0.15281296497365987
1199,574872875,2,188,0.010638297872340425,0.15120440744762134
739,406375251,1,187,0.0053475935828877,0.1504001286846021
516,316846705,2,186,0.010752688172043012,0.1495958499215828
1155,556769314,0,186,0.0,0.1495958499215828
1027,511645476,2,186,0.010752688172043012,0.1495958499215828
1816,848843332,0,181,0.0,0.1455744561064865
78,132319536,2,177,0.011299435028248588,0.14235734105440948
53,124563889,2,177,0.011299435028248588,0.14235734105440948
1245,597347538,0,175,0.0,0.14074878352837095
461,285618735,0,172,0.0,0.13833594723931314
936,466289697,4,172,0.023255813953488372,0.13833594723931314
