,,conversion,click,cvr,click percentage of total data
452,147345,0,17,0.0,0.013672738971327463
88,128678,1,17,0.058823529411764705,0.013672738971327463
403,146739,0,16,0.0,0.012868460208308199
623,149598,0,16,0.0,0.012868460208308199
396,146723,0,16,0.0,0.012868460208308199
350,146590,0,16,0.0,0.012868460208308199
457,147362,0,16,0.0,0.012868460208308199
143,130150,2,16,0.125,0.012868460208308199
727,150205,13,16,0.8125,0.012868460208308199
132,129057,11,16,0.6875,0.012868460208308199
306,146190,0,16,0.0,0.012868460208308199
498,147454,0,16,0.0,0.012868460208308199
740,150362,0,16,0.0,0.012868460208308199
493,147448,0,16,0.0,0.012868460208308199
169,135693,0,16,0.0,0.012868460208308199
120,129044,3,16,0.1875,0.012868460208308199
622,149597,0,15,0.0,0.012064181445288936
732,150210,7,15,0.4666666666666667,0.012064181445288936
657,149964,6,15,0.4,0.012064181445288936
255,136750,0,15,0.0,0.012064181445288936
114,129038,5,15,0.3333333333333333,0.012064181445288936
267,136766,0,15,0.0,0.012064181445288936
293,137663,4,15,0.26666666666666666,0.012064181445288936
781,150982,3,14,0.21428571428571427,0.011259902682269674
462,147377,0,14,0.0,0.011259902682269674
640,149617,0,14,0.0,0.011259902682269674
440,146960,4,14,0.2857142857142857,0.011259902682269674
650,149956,2,14,0.14285714285714285,0.011259902682269674
486,147436,0,14,0.0,0.011259902682269674
784,150993,1,14,0.07142857142857142,0.011259902682269674
99,128695,0,14,0.0,0.011259902682269674
112,129034,4,14,0.2857142857142857,0.011259902682269674
83,128672,0,14,0.0,0.011259902682269674
194,135847,0,14,0.0,0.011259902682269674
128,129053,8,14,0.5714285714285714,0.011259902682269674
235,136727,1,14,0.07142857142857142,0.011259902682269674
594,147744,0,13,0.0,0.010455623919250413
154,135065,3,13,0.23076923076923078,0.010455623919250413
260,136757,0,13,0.0,0.010455623919250413
492,147447,0,13,0.0,0.010455623919250413
325,146245,0,13,0.0,0.010455623919250413
136,129075,2,13,0.15384615384615385,0.010455623919250413
718,150194,4,13,0.3076923076923077,0.010455623919250413
357,146612,0,13,0.0,0.010455623919250413
736,150216,7,13,0.5384615384615384,0.010455623919250413
522,147558,0,13,0.0,0.010455623919250413
620,149595,0,13,0.0,0.010455623919250413
146,134915,1,13,0.07692307692307693,0.010455623919250413
316,146226,0,12,0.0,0.00965134515623115
301,138282,2,12,0.16666666666666666,0.00965134515623115
485,147435,0,12,0.0,0.00965134515623115
755,150683,0,12,0.0,0.00965134515623115
717,150192,7,12,0.5833333333333334,0.00965134515623115
273,136779,0,12,0.0,0.00965134515623115
417,146918,0,12,0.0,0.00965134515623115
646,149947,0,12,0.0,0.00965134515623115
590,147736,0,12,0.0,0.00965134515623115
441,146961,3,12,0.25,0.00965134515623115
775,150976,5,12,0.4166666666666667,0.00965134515623115
4,89239,0,11,0.0,0.008847066393211887
93,128684,0,11,0.0,0.008847066393211887
346,146586,0,11,0.0,0.008847066393211887
248,136742,0,11,0.0,0.008847066393211887
243,136737,0,11,0.0,0.008847066393211887
82,128671,0,11,0.0,0.008847066393211887
218,136105,3,11,0.2727272727272727,0.008847066393211887
186,135815,0,11,0.0,0.008847066393211887
572,147694,0,11,0.0,0.008847066393211887
580,147722,0,11,0.0,0.008847066393211887
524,147560,0,11,0.0,0.008847066393211887
501,147457,0,11,0.0,0.008847066393211887
360,146624,0,11,0.0,0.008847066393211887
621,149596,0,11,0.0,0.008847066393211887
468,147387,1,11,0.09090909090909091,0.008847066393211887
578,147715,0,10,0.0,0.008042787630192625
397,146727,0,10,0.0,0.008042787630192625
17,89255,0,10,0.0,0.008042787630192625
401,146731,0,10,0.0,0.008042787630192625
349,146589,0,10,0.0,0.008042787630192625
720,150196,0,10,0.0,0.008042787630192625
142,130149,2,10,0.2,0.008042787630192625
431,146946,1,10,0.1,0.008042787630192625
225,136715,0,10,0.0,0.008042787630192625
264,136763,0,9,0.0,0.007238508867173362
173,135707,0,9,0.0,0.007238508867173362
31,89270,0,9,0.0,0.007238508867173362
474,147393,0,9,0.0,0.007238508867173362
586,147729,0,9,0.0,0.007238508867173362
400,146730,0,9,0.0,0.007238508867173362
309,146195,0,9,0.0,0.007238508867173362
464,147383,0,9,0.0,0.007238508867173362
274,136782,0,9,0.0,0.007238508867173362
542,147628,0,9,0.0,0.007238508867173362
129,129054,1,9,0.1111111111111111,0.007238508867173362
520,147542,0,9,0.0,0.007238508867173362
23,89262,0,9,0.0,0.007238508867173362
18,89257,1,9,0.1111111111111111,0.007238508867173362
652,149959,8,9,0.8888888888888888,0.007238508867173362
250,136744,1,9,0.1111111111111111,0.007238508867173362
779,150980,4,9,0.4444444444444444,0.007238508867173362
214,136091,1,9,0.1111111111111111,0.007238508867173362
654,149961,2,8,0.25,0.006434230104154099
523,147559,0,8,0.0,0.006434230104154099
552,147651,0,8,0.0,0.006434230104154099
496,147452,0,8,0.0,0.006434230104154099
698,150172,0,8,0.0,0.006434230104154099
318,146228,0,8,0.0,0.006434230104154099
317,146227,0,8,0.0,0.006434230104154099
98,128690,0,8,0.0,0.006434230104154099
261,136758,0,8,0.0,0.006434230104154099
277,136785,0,8,0.0,0.006434230104154099
263,136762,0,8,0.0,0.006434230104154099
322,146239,0,8,0.0,0.006434230104154099
192,135844,0,7,0.0,0.005629951341134837
6,89242,0,7,0.0,0.005629951341134837
189,135818,0,7,0.0,0.005629951341134837
199,136009,1,7,0.14285714285714285,0.005629951341134837
276,136784,0,7,0.0,0.005629951341134837
184,135813,0,7,0.0,0.005629951341134837
662,149969,1,7,0.14285714285714285,0.005629951341134837
7,89244,0,7,0.0,0.005629951341134837
341,146311,0,7,0.0,0.005629951341134837
439,146959,0,7,0.0,0.005629951341134837
307,146191,0,7,0.0,0.005629951341134837
345,146585,0,7,0.0,0.005629951341134837
97,128689,0,7,0.0,0.005629951341134837
105,128701,0,7,0.0,0.005629951341134837
304,145752,1,7,0.14285714285714285,0.005629951341134837
216,136093,3,7,0.42857142857142855,0.005629951341134837
168,135692,0,7,0.0,0.005629951341134837
564,147679,0,7,0.0,0.005629951341134837
249,136743,0,7,0.0,0.005629951341134837
135,129069,1,7,0.14285714285714285,0.005629951341134837
133,129058,3,7,0.42857142857142855,0.005629951341134837
289,137581,2,7,0.2857142857142857,0.005629951341134837
634,149611,0,7,0.0,0.005629951341134837
585,147728,0,7,0.0,0.005629951341134837
232,136723,1,7,0.14285714285714285,0.005629951341134837
224,136713,0,7,0.0,0.005629951341134837
364,146630,0,7,0.0,0.005629951341134837
363,146629,0,7,0.0,0.005629951341134837
422,146923,0,7,0.0,0.005629951341134837
469,147388,2,7,0.2857142857142857,0.005629951341134837
92,128683,0,7,0.0,0.005629951341134837
526,147568,0,6,0.0,0.004825672578115575
108,128707,0,6,0.0,0.004825672578115575
719,150195,2,6,0.3333333333333333,0.004825672578115575
544,147635,0,6,0.0,0.004825672578115575
130,129055,2,6,0.3333333333333333,0.004825672578115575
488,147439,0,6,0.0,0.004825672578115575
303,138722,0,6,0.0,0.004825672578115575
554,147654,0,6,0.0,0.004825672578115575
721,150197,1,6,0.16666666666666666,0.004825672578115575
324,146244,0,6,0.0,0.004825672578115575
371,146647,0,6,0.0,0.004825672578115575
614,149360,0,6,0.0,0.004825672578115575
404,146740,0,6,0.0,0.004825672578115575
15,89253,0,6,0.0,0.004825672578115575
12,89250,0,6,0.0,0.004825672578115575
40,96412,0,6,0.0,0.004825672578115575
420,146921,3,6,0.5,0.004825672578115575
638,149615,0,6,0.0,0.004825672578115575
46,96418,0,6,0.0,0.004825672578115575
387,146679,0,6,0.0,0.004825672578115575
373,146649,0,6,0.0,0.004825672578115575
230,136720,0,6,0.0,0.004825672578115575
569,147690,0,6,0.0,0.004825672578115575
365,146631,0,6,0.0,0.004825672578115575
72,128660,0,6,0.0,0.004825672578115575
386,146675,0,6,0.0,0.004825672578115575
238,136732,0,5,0.0,0.004021393815096312
280,136788,0,5,0.0,0.004021393815096312
367,146634,0,5,0.0,0.004021393815096312
378,146661,0,5,0.0,0.004021393815096312
497,147453,0,5,0.0,0.004021393815096312
220,136707,0,5,0.0,0.004021393815096312
490,147441,0,5,0.0,0.004021393815096312
489,147440,0,5,0.0,0.004021393815096312
8,89245,0,5,0.0,0.004021393815096312
245,136739,1,5,0.2,0.004021393815096312
