,,conversion,click,cvr,click percentage of total data
1101,14921,1,8,0.125,0.006434230104154099
826,12009,0,8,0.0,0.006434230104154099
186,2048,0,8,0.0,0.006434230104154099
1042,14381,0,8,0.0,0.006434230104154099
1255,17054,0,8,0.0,0.006434230104154099
846,12118,0,8,0.0,0.006434230104154099
3387,394399,1,8,0.125,0.006434230104154099
138,1503,0,8,0.0,0.006434230104154099
644,10958,1,8,0.125,0.006434230104154099
3450,395139,0,8,0.0,0.006434230104154099
1009,14143,3,8,0.375,0.006434230104154099
1231,16923,0,8,0.0,0.006434230104154099
1210,16739,0,8,0.0,0.006434230104154099
1416,19165,1,8,0.125,0.006434230104154099
3161,62643,0,8,0.0,0.006434230104154099
1396,19009,0,8,0.0,0.006434230104154099
133,1489,0,8,0.0,0.006434230104154099
3400,394473,0,8,0.0,0.006434230104154099
917,13611,0,8,0.0,0.006434230104154099
681,11188,0,8,0.0,0.006434230104154099
947,13776,0,8,0.0,0.006434230104154099
966,13857,0,8,0.0,0.006434230104154099
967,13868,0,8,0.0,0.006434230104154099
1358,18756,0,8,0.0,0.006434230104154099
1608,21573,0,8,0.0,0.006434230104154099
2125,27283,0,8,0.0,0.006434230104154099
215,2727,3,8,0.375,0.006434230104154099
2061,26818,0,8,0.0,0.006434230104154099
742,11525,2,8,0.25,0.006434230104154099
2561,35894,1,8,0.125,0.006434230104154099
2838,46293,0,8,0.0,0.006434230104154099
2127,27294,0,8,0.0,0.006434230104154099
269,3598,0,8,0.0,0.006434230104154099
235,3136,0,8,0.0,0.006434230104154099
2677,36794,0,8,0.0,0.006434230104154099
1913,25780,0,8,0.0,0.006434230104154099
1650,21832,0,8,0.0,0.006434230104154099
2396,32457,0,8,0.0,0.006434230104154099
359,5006,0,8,0.0,0.006434230104154099
2514,33551,0,8,0.0,0.006434230104154099
2512,33544,0,8,0.0,0.006434230104154099
2058,26809,0,8,0.0,0.006434230104154099
3484,395582,1,8,0.125,0.006434230104154099
2681,36850,1,8,0.125,0.006434230104154099
2691,39999,0,8,0.0,0.006434230104154099
515,7332,0,8,0.0,0.006434230104154099
2504,33470,0,8,0.0,0.006434230104154099
1764,22693,0,8,0.0,0.006434230104154099
42,159,0,8,0.0,0.006434230104154099
222,2900,1,8,0.125,0.006434230104154099
3051,54327,1,8,0.125,0.006434230104154099
261,3527,0,8,0.0,0.006434230104154099
2421,32707,0,8,0.0,0.006434230104154099
2804,46093,0,8,0.0,0.006434230104154099
2578,35999,2,8,0.25,0.006434230104154099
336,4454,0,8,0.0,0.006434230104154099
2229,30164,1,8,0.125,0.006434230104154099
2646,36492,0,8,0.0,0.006434230104154099
416,6192,0,8,0.0,0.006434230104154099
23,52,0,8,0.0,0.006434230104154099
2012,26471,0,8,0.0,0.006434230104154099
1920,25840,0,8,0.0,0.006434230104154099
2154,27539,0,8,0.0,0.006434230104154099
2797,40933,0,8,0.0,0.006434230104154099
2153,27501,0,8,0.0,0.006434230104154099
2015,26479,0,8,0.0,0.006434230104154099
2226,30110,0,8,0.0,0.006434230104154099
1177,16524,0,7,0.0,0.005629951341134837
620,10674,1,7,0.14285714285714285,0.005629951341134837
869,12247,0,7,0.0,0.005629951341134837
2044,26760,0,7,0.0,0.005629951341134837
2720,40237,2,7,0.2857142857142857,0.005629951341134837
132,1488,0,7,0.0,0.005629951341134837
2036,26725,0,7,0.0,0.005629951341134837
2008,26451,1,7,0.14285714285714285,0.005629951341134837
3316,393601,1,7,0.14285714285714285,0.005629951341134837
2010,26463,1,7,0.14285714285714285,0.005629951341134837
