,,conversion,click,cvr,click percentage of total data
1546,metronet,9,56,0.16071428571428573,0.045039610729078694
2918,wiscnet,3,56,0.05357142857142857,0.045039610729078694
1248,"integra,telecom,inc.",4,55,0.07272727272727272,0.04423533196605944
434,"centurylink,communications,llc",3,52,0.057692307692307696,0.04182249567700165
176,"atlantic,telephone,membership,corp.",0,51,0.0,0.041018216913982386
358,cablelynx,6,51,0.11764705882352941,0.041018216913982386
61,"alabama,supercomputer,network",1,51,0.0196078431372549,0.041018216913982386
1457,"lumos,networks,inc.",0,49,0.0,0.03940965938794386
1683,"neonova,network,services,llc",8,49,0.16326530612244897,0.03940965938794386
1498,"massillon,cable,communications",1,49,0.02040816326530612,0.03940965938794386
